,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas,aspiration-std,aspiration-turbo
99,0,108,nissan,four,wagon,fwd,front,100.4000,0.8871,0.9236,0.9381,3296,ohcv,six,181,mpfi,3.4300,3.2700,9.0000,152,5200.0000,17,10.6818,14399.0000,13.8235,Medium,0,1,1,0
100,0,108,nissan,four,sedan,fwd,front,100.4000,0.8871,0.9236,0.9214,3060,ohcv,six,181,mpfi,3.4300,3.2700,9.0000,152,5200.0000,19,9.4000,13499.0000,12.3684,Medium,0,1,1,0
101,3,194,nissan,two,hatchback,rwd,front,91.3000,0.8203,0.9431,0.8311,3071,ohcv,six,181,mpfi,3.4300,3.2700,9.0000,160,5200.0000,19,9.4000,17199.0000,12.3684,Medium,0,1,1,0
102,3,194,nissan,two,hatchback,rwd,front,91.3000,0.8203,0.9431,0.8311,3139,ohcv,six,181,mpfi,3.4300,3.2700,7.8000,200,5200.0000,17,10.2174,19699.0000,13.8235,High,0,1,0,1
103,1,231,nissan,two,hatchback,rwd,front,99.2000,0.8578,0.9431,0.8311,3139,ohcv,six,181,mpfi,3.4300,3.2700,9.0000,160,5200.0000,19,9.4000,18399.0000,12.3684,Medium,0,1,1,0
104,0,161,peugot,four,sedan,rwd,front,107.9000,0.8972,0.9500,0.9482,3020,l,four,120,mpfi,3.4600,3.1900,8.4000,97,5000.0000,19,9.7917,11900.0000,12.3684,Low,0,1,1,0
105,0,161,peugot,four,sedan,rwd,front,107.9000,0.8972,0.9500,0.9482,3197,l,four,152,idi,3.7000,3.5200,21.0000,95,4150.0000,28,7.1212,13200.0000,8.3929,Low,1,0,0,1
106,0,122,peugot,four,wagon,rwd,front,114.2000,0.9558,0.9500,0.9816,3230,l,four,120,mpfi,3.4600,3.1900,8.4000,97,5000.0000,19,9.7917,12440.0000,12.3684,Low,0,1,1,0
107,0,122,peugot,four,wagon,rwd,front,114.2000,0.9558,0.9500,0.9816,3430,l,four,152,idi,3.7000,3.5200,21.0000,95,4150.0000,25,9.4000,13860.0000,9.4000,Low,1,0,0,1
108,0,161,peugot,four,sedan,rwd,front,107.9000,0.8972,0.9500,0.9482,3075,l,four,120,mpfi,3.4600,2.1900,8.4000,95,5000.0000,19,9.7917,15580.0000,12.3684,Low,0,1,1,0
109,0,161,peugot,four,sedan,rwd,front,107.9000,0.8972,0.9500,0.9482,3252,l,four,152,idi,3.7000,3.5200,21.0000,95,4150.0000,28,7.1212,16900.0000,8.3929,Low,1,0,0,1
110,0,122,peugot,four,wagon,rwd,front,114.2000,0.9558,0.9500,0.9482,3285,l,four,120,mpfi,3.4600,2.1900,8.4000,95,5000.0000,19,9.7917,16695.0000,12.3684,Low,0,1,1,0
111,0,122,peugot,four,wagon,rwd,front,114.2000,0.9558,0.9500,0.9816,3485,l,four,152,idi,3.7000,3.5200,21.0000,95,4150.0000,25,9.4000,17075.0000,9.4000,Low,1,0,0,1
112,0,161,peugot,four,sedan,rwd,front,107.9000,0.8972,0.9500,0.9482,3075,l,four,120,mpfi,3.4600,3.1900,8.4000,97,5000.0000,19,9.7917,16630.0000,12.3684,Low,0,1,1,0
113,0,161,peugot,four,sedan,rwd,front,107.9000,0.8972,0.9500,0.9482,3252,l,four,152,idi,3.7000,3.5200,21.0000,95,4150.0000,28,7.1212,17950.0000,8.3929,Low,1,0,0,1
114,0,161,peugot,four,sedan,rwd,front,108.0000,0.8972,0.9486,0.9365,3130,l,four,134,mpfi,3.6100,3.2100,7.0000,142,5600.0000,18,9.7917,18150.0000,13.0556,Medium,0,1,0,1
115,1,119,plymouth,two,hatchback,fwd,front,93.7000,0.7559,0.8861,0.8495,1918,ohc,four,90,2bbl,2.9700,3.2300,9.4000,68,5500.0000,37,5.7317,5572.0000,6.3514,Low,0,1,1,0
116,1,119,plymouth,two,hatchback,fwd,front,93.7000,0.7559,0.8861,0.8495,2128,ohc,four,98,spdi,3.0300,3.3900,7.6000,102,5500.0000,24,7.8333,7957.0000,9.7917,Low,0,1,0,1
117,1,154,plymouth,four,hatchback,fwd,front,93.7000,0.7559,0.8861,0.8462,1967,ohc,four,90,2bbl,2.9700,3.2300,9.4000,68,5500.0000,31,6.1842,6229.0000,7.5806,Low,0,1,1,0
118,1,154,plymouth,four,sedan,fwd,front,93.7000,0.8039,0.8861,0.8495,1989,ohc,four,90,2bbl,2.9700,3.2300,9.4000,68,5500.0000,31,6.1842,6692.0000,7.5806,Low,0,1,1,0
119,1,154,plymouth,four,sedan,fwd,front,93.7000,0.8039,0.8861,0.8495,2191,ohc,four,98,2bbl,2.9700,3.2300,9.4000,68,5500.0000,31,6.1842,7609.0000,7.5806,Low,0,1,1,0
120,-1,74,plymouth,four,wagon,fwd,front,103.3000,0.8390,0.8972,1.0000,2535,ohc,four,122,2bbl,3.3500,3.4600,8.5000,88,5000.0000,24,7.8333,8921.0000,9.7917,Low,0,1,1,0
121,3,122,plymouth,two,hatchback,rwd,front,95.9000,0.8323,0.9208,0.8395,2818,ohc,four,156,spdi,3.5900,3.8600,7.0000,145,5000.0000,19,9.7917,12764.0000,12.3684,Medium,0,1,0,1
122,3,186,porsche,two,hatchback,rwd,front,94.5000,0.8116,0.9486,0.8395,2778,ohc,four,151,mpfi,3.9400,3.1100,9.5000,143,5500.0000,19,8.7037,22018.0000,12.3684,Medium,0,1,1,0
123,3,122,porsche,two,hardtop,rwd,rear,89.5000,0.8116,0.9028,0.8629,2756,ohcf,six,194,mpfi,3.7400,2.9000,9.5000,207,5900.0000,17,9.4000,32528.0000,13.8235,High,0,1,1,0
124,3,122,porsche,two,hardtop,rwd,rear,89.5000,0.8116,0.9028,0.8629,2756,ohcf,six,194,mpfi,3.7400,2.9000,9.5000,207,5900.0000,17,9.4000,34028.0000,13.8235,High,0,1,1,0
125,3,122,porsche,two,convertible,rwd,rear,89.5000,0.8116,0.9028,0.8629,2800,ohcf,six,194,mpfi,3.7400,2.9000,9.5000,207,5900.0000,17,9.4000,37028.0000,13.8235,High,0,1,1,0
126,0,122,renault,four,wagon,fwd,front,96.1000,0.8722,0.9236,0.9231,2579,ohc,four,132,mpfi,3.4600,3.9000,8.7000,104,5125.3695,23,7.5806,9295.0000,10.2174,Low,0,1,1,0
127,2,122,renault,two,hatchback,fwd,front,96.1000,0.8496,0.9250,0.8445,2460,ohc,four,132,mpfi,3.4600,3.9000,8.7000,104,5125.3695,23,7.5806,9895.0000,10.2174,Low,0,1,1,0
128,3,150,saab,two,hatchback,fwd,front,99.1000,0.8967,0.9236,0.9381,2658,ohc,four,121,mpfi,3.5400,3.0700,9.3100,110,5250.0000,21,8.3929,11850.0000,11.1905,Low,0,1,1,0
129,2,104,saab,four,sedan,fwd,front,99.1000,0.8967,0.9236,0.9381,2695,ohc,four,121,mpfi,3.5400,3.0700,9.3000,110,5250.0000,21,8.3929,12170.0000,11.1905,Low,0,1,1,0
130,3,150,saab,two,hatchback,fwd,front,99.1000,0.8967,0.9236,0.9381,2707,ohc,four,121,mpfi,2.5400,2.0700,9.3000,110,5250.0000,21,8.3929,15040.0000,11.1905,Low,0,1,1,0
131,2,104,saab,four,sedan,fwd,front,99.1000,0.8967,0.9236,0.9381,2758,ohc,four,121,mpfi,3.5400,3.0700,9.3000,110,5250.0000,21,8.3929,15510.0000,11.1905,Low,0,1,1,0
132,3,150,saab,two,hatchback,fwd,front,99.1000,0.8967,0.9236,0.9381,2808,dohc,four,121,mpfi,3.5400,3.0700,9.0000,160,5500.0000,19,9.0385,18150.0000,12.3684,Medium,0,1,0,1
133,2,104,saab,four,sedan,fwd,front,99.1000,0.8967,0.9236,0.9381,2847,dohc,four,121,mpfi,3.5400,3.0700,9.0000,160,5500.0000,19,9.0385,18620.0000,12.3684,Medium,0,1,0,1
134,2,83,subaru,two,hatchback,fwd,front,93.7000,0.7540,0.8806,0.8980,2050,ohcf,four,97,2bbl,3.6200,2.3600,9.0000,69,4900.0000,31,6.5278,5118.0000,7.5806,Low,0,1,1,0
135,2,83,subaru,two,hatchback,fwd,front,93.7000,0.7588,0.8833,0.8980,2120,ohcf,four,108,2bbl,3.6200,2.6400,8.7000,73,4400.0000,26,7.5806,7053.0000,9.0385,Low,0,1,1,0
136,2,83,subaru,two,hatchback,4wd,front,93.3000,0.7559,0.8861,0.9314,2240,ohcf,four,108,2bbl,3.6200,2.6400,8.7000,73,4400.0000,26,7.5806,7603.0000,9.0385,Low,0,1,1,0
137,0,102,subaru,four,sedan,fwd,front,97.2000,0.8265,0.9083,0.8779,2145,ohcf,four,108,2bbl,3.6200,2.6400,9.5000,82,4800.0000,32,6.3514,7126.0000,7.3438,Low,0,1,1,0
138,0,102,subaru,four,sedan,fwd,front,97.2000,0.8265,0.9083,0.8779,2190,ohcf,four,108,2bbl,3.6200,2.6400,9.5000,82,4400.0000,28,7.1212,7775.0000,8.3929,Low,0,1,1,0
139,0,102,subaru,four,sedan,fwd,front,97.2000,0.8265,0.9083,0.8779,2340,ohcf,four,108,mpfi,3.6200,2.6400,9.0000,94,5200.0000,26,7.3438,9960.0000,9.0385,Low,0,1,1,0
140,0,102,subaru,four,sedan,4wd,front,97.0000,0.8265,0.9083,0.9080,2385,ohcf,four,108,2bbl,3.6200,2.6400,9.0000,82,4800.0000,24,9.4000,9233.0000,9.7917,Low,0,1,1,0
141,0,102,subaru,four,sedan,4wd,front,97.0000,0.8265,0.9083,0.9080,2510,ohcf,four,108,mpfi,3.6200,2.6400,7.7000,111,4800.0000,24,8.1034,11259.0000,9.7917,Low,0,1,0,1
142,0,89,subaru,four,wagon,fwd,front,97.0000,0.8337,0.9083,0.8863,2290,ohcf,four,108,2bbl,3.6200,2.6400,9.0000,82,4800.0000,28,7.3438,7463.0000,8.3929,Low,0,1,1,0
143,0,89,subaru,four,wagon,fwd,front,97.0000,0.8337,0.9083,0.8863,2455,ohcf,four,108,mpfi,3.6200,2.6400,9.0000,94,5200.0000,25,7.5806,10198.0000,9.4000,Low,0,1,1,0
144,0,85,subaru,four,wagon,4wd,front,96.9000,0.8342,0.9083,0.9181,2420,ohcf,four,108,2bbl,3.6200,2.6400,9.0000,82,4800.0000,23,8.1034,8013.0000,10.2174,Low,0,1,1,0
145,0,85,subaru,four,wagon,4wd,front,96.9000,0.8342,0.9083,0.9181,2650,ohcf,four,108,mpfi,3.6200,2.6400,7.7000,111,4800.0000,23,10.2174,11694.0000,10.2174,Low,0,1,0,1
146,1,87,toyota,two,hatchback,fwd,front,95.7000,0.7626,0.8833,0.9114,1985,ohc,four,92,2bbl,3.0500,3.0300,9.0000,62,4800.0000,35,6.0256,5348.0000,6.7143,Low,0,1,1,0
147,1,87,toyota,two,hatchback,fwd,front,95.7000,0.7626,0.8833,0.9114,2040,ohc,four,92,2bbl,3.0500,3.0300,9.0000,62,4800.0000,31,6.1842,6338.0000,7.5806,Low,0,1,1,0
148,1,74,toyota,four,hatchback,fwd,front,95.7000,0.7626,0.8833,0.9114,2015,ohc,four,92,2bbl,3.0500,3.0300,9.0000,62,4800.0000,31,6.1842,6488.0000,7.5806,Low,0,1,1,0
149,0,77,toyota,four,wagon,fwd,front,95.7000,0.8155,0.8833,0.9883,2280,ohc,four,92,2bbl,3.0500,3.0300,9.0000,62,4800.0000,31,6.3514,6918.0000,7.5806,Low,0,1,1,0
150,0,81,toyota,four,wagon,4wd,front,95.7000,0.8155,0.8833,0.9883,2290,ohc,four,92,2bbl,3.0500,3.0300,9.0000,62,4800.0000,27,7.3438,7898.0000,8.7037,Low,0,1,1,0
151,0,91,toyota,four,wagon,4wd,front,95.7000,0.8155,0.8833,0.9883,3110,ohc,four,92,2bbl,3.0500,3.0300,9.0000,62,4800.0000,27,7.3438,8778.0000,8.7037,Low,0,1,1,0
152,0,91,toyota,four,sedan,fwd,front,95.7000,0.7991,0.8944,0.8863,2081,ohc,four,98,2bbl,3.1900,3.0300,9.0000,70,4800.0000,30,6.3514,6938.0000,7.8333,Low,0,1,1,0
153,0,91,toyota,four,hatchback,fwd,front,95.7000,0.7991,0.8944,0.8829,2109,ohc,four,98,2bbl,3.1900,3.0300,9.0000,70,4800.0000,30,6.3514,7198.0000,7.8333,Low,0,1,1,0
154,0,91,toyota,four,sedan,fwd,front,95.7000,0.7991,0.8944,0.8863,2275,ohc,four,110,idi,3.2700,3.3500,22.5000,56,4500.0000,34,6.5278,7898.0000,6.9118,Low,1,0,1,0
155,0,91,toyota,four,hatchback,fwd,front,95.7000,0.7991,0.8944,0.8829,2275,ohc,four,110,idi,3.2700,3.3500,22.5000,56,4500.0000,38,5.0000,7788.0000,6.1842,Low,1,0,1,0
156,0,91,toyota,four,sedan,fwd,front,95.7000,0.7991,0.8944,0.8863,2094,ohc,four,98,2bbl,3.1900,3.0300,9.0000,70,4800.0000,38,5.0000,7738.0000,6.1842,Low,0,1,1,0
157,0,91,toyota,four,hatchback,fwd,front,95.7000,0.7991,0.8944,0.8829,2122,ohc,four,98,2bbl,3.1900,3.0300,9.0000,70,4800.0000,28,6.9118,8358.0000,8.3929,Low,0,1,1,0
158,0,91,toyota,four,sedan,fwd,front,95.7000,0.7991,0.8944,0.8829,2140,ohc,four,98,2bbl,3.1900,3.0300,9.0000,70,4800.0000,28,6.9118,9258.0000,8.3929,Low,0,1,1,0
159,1,168,toyota,two,sedan,rwd,front,94.5000,0.8107,0.8889,0.8796,2169,ohc,four,98,2bbl,3.1900,3.0300,9.0000,70,4800.0000,29,6.9118,8058.0000,8.1034,Low,0,1,1,0
160,1,168,toyota,two,hatchback,rwd,front,94.5000,0.8107,0.8889,0.8796,2204,ohc,four,98,2bbl,3.1900,3.0300,9.0000,70,4800.0000,29,6.9118,8238.0000,8.1034,Low,0,1,1,0
161,1,168,toyota,two,sedan,rwd,front,94.5000,0.8107,0.8889,0.8796,2265,dohc,four,98,mpfi,3.2400,3.0800,9.4000,112,6600.0000,26,8.1034,9298.0000,9.0385,Low,0,1,1,0
162,1,168,toyota,two,hatchback,rwd,front,94.5000,0.8107,0.8889,0.8796,2300,dohc,four,98,mpfi,3.2400,3.0800,9.4000,112,6600.0000,26,8.1034,9538.0000,9.0385,Low,0,1,1,0
163,2,134,toyota,two,hardtop,rwd,front,98.4000,0.8467,0.9111,0.8696,2540,ohc,four,146,mpfi,3.6200,3.5000,9.3000,116,4800.0000,24,7.8333,8449.0000,9.7917,Low,0,1,1,0
164,2,134,toyota,two,hardtop,rwd,front,98.4000,0.8467,0.9111,0.8696,2536,ohc,four,146,mpfi,3.6200,3.5000,9.3000,116,4800.0000,24,7.8333,9639.0000,9.7917,Low,0,1,1,0
165,2,134,toyota,two,hatchback,rwd,front,98.4000,0.8467,0.9111,0.8696,2551,ohc,four,146,mpfi,3.6200,3.5000,9.3000,116,4800.0000,24,7.8333,9989.0000,9.7917,Low,0,1,1,0
166,2,134,toyota,two,hardtop,rwd,front,98.4000,0.8467,0.9111,0.8696,2679,ohc,four,146,mpfi,3.6200,3.5000,9.3000,116,4800.0000,24,7.8333,11199.0000,9.7917,Low,0,1,1,0
167,2,134,toyota,two,hatchback,rwd,front,98.4000,0.8467,0.9111,0.8696,2714,ohc,four,146,mpfi,3.6200,3.5000,9.3000,116,4800.0000,24,7.8333,11549.0000,9.7917,Low,0,1,1,0
168,2,134,toyota,two,convertible,rwd,front,98.4000,0.8467,0.9111,0.8863,2975,ohc,four,146,mpfi,3.6200,3.5000,9.3000,116,4800.0000,24,7.8333,17669.0000,9.7917,Low,0,1,1,0
169,-1,65,toyota,four,sedan,fwd,front,102.4000,0.8438,0.9236,0.9181,2326,ohc,four,122,mpfi,3.3100,3.5400,8.7000,92,4200.0000,29,6.9118,8948.0000,8.1034,Low,0,1,1,0
170,-1,65,toyota,four,sedan,fwd,front,102.4000,0.8438,0.9236,0.9181,2480,ohc,four,110,idi,3.2700,3.3500,22.5000,73,4500.0000,30,7.1212,10698.0000,7.8333,Low,1,0,0,1
171,-1,65,toyota,four,hatchback,fwd,front,102.4000,0.8438,0.9236,0.9013,2414,ohc,four,122,mpfi,3.3100,3.5400,8.7000,92,4200.0000,27,7.3438,9988.0000,8.7037,Low,0,1,1,0
172,-1,65,toyota,four,sedan,fwd,front,102.4000,0.8438,0.9236,0.9181,2414,ohc,four,122,mpfi,3.3100,3.5400,8.7000,92,4200.0000,27,7.3438,10898.0000,8.7037,Low,0,1,1,0
173,-1,65,toyota,four,hatchback,fwd,front,102.4000,0.8438,0.9236,0.9013,2458,ohc,four,122,mpfi,3.3100,3.5400,8.7000,92,4200.0000,27,7.3438,11248.0000,8.7037,Low,0,1,1,0
174,3,197,toyota,two,hatchback,rwd,front,102.9000,0.8818,0.9403,0.8696,2976,dohc,six,171,mpfi,3.2700,3.3500,9.3000,161,5200.0000,20,9.7917,16558.0000,11.7500,Medium,0,1,1,0
175,3,197,toyota,two,hatchback,rwd,front,102.9000,0.8818,0.9403,0.8696,3016,dohc,six,171,mpfi,3.2700,3.3500,9.3000,161,5200.0000,19,9.7917,15998.0000,12.3684,Medium,0,1,1,0
176,-1,90,toyota,four,sedan,rwd,front,104.5000,0.9025,0.9236,0.9047,3131,dohc,six,171,mpfi,3.2700,3.3500,9.2000,156,5200.0000,20,9.7917,15690.0000,11.7500,Medium,0,1,1,0
177,-1,122,toyota,four,wagon,rwd,front,104.5000,0.9025,0.9236,0.9047,3151,dohc,six,161,mpfi,3.2700,3.3500,9.2000,156,5200.0000,19,9.7917,15750.0000,12.3684,Medium,0,1,1,0
178,2,122,volkswagen,two,sedan,fwd,front,97.3000,0.8251,0.9097,0.9314,2261,ohc,four,97,idi,3.0100,3.4000,23.0000,52,4800.0000,37,5.1087,7775.0000,6.3514,Low,1,0,1,0
179,2,122,volkswagen,two,sedan,fwd,front,97.3000,0.8251,0.9097,0.9314,2209,ohc,four,109,mpfi,3.1900,3.4000,9.0000,85,5250.0000,27,6.9118,7975.0000,8.7037,Low,0,1,1,0
180,2,94,volkswagen,four,sedan,fwd,front,97.3000,0.8251,0.9097,0.9314,2264,ohc,four,97,idi,3.0100,3.4000,23.0000,52,4800.0000,37,5.1087,7995.0000,6.3514,Low,1,0,1,0
181,2,94,volkswagen,four,sedan,fwd,front,97.3000,0.8251,0.9097,0.9314,2212,ohc,four,109,mpfi,3.1900,3.4000,9.0000,85,5250.0000,27,6.9118,8195.0000,8.7037,Low,0,1,1,0
182,2,94,volkswagen,four,sedan,fwd,front,97.3000,0.8251,0.9097,0.9314,2275,ohc,four,109,mpfi,3.1900,3.4000,9.0000,85,5250.0000,27,6.9118,8495.0000,8.7037,Low,0,1,1,0
183,2,94,volkswagen,four,sedan,fwd,front,97.3000,0.8251,0.9097,0.9314,2319,ohc,four,97,idi,3.0100,3.4000,23.0000,68,4500.0000,37,5.5952,9495.0000,6.3514,Low,1,0,0,1
184,2,94,volkswagen,four,sedan,fwd,front,97.3000,0.8251,0.9097,0.9314,2300,ohc,four,109,mpfi,3.1900,3.4000,10.0000,100,5500.0000,26,7.3438,9995.0000,9.0385,Low,0,1,1,0
185,3,122,volkswagen,two,convertible,fwd,front,94.5000,0.7655,0.8917,0.9298,2254,ohc,four,109,mpfi,3.1900,3.4000,8.5000,90,5500.0000,24,8.1034,11595.0000,9.7917,Low,0,1,1,0
186,3,256,volkswagen,two,hatchback,fwd,front,94.5000,0.7963,0.8889,0.8595,2221,ohc,four,109,mpfi,3.1900,3.4000,8.5000,90,5500.0000,24,8.1034,9980.0000,9.7917,Low,0,1,1,0
187,0,122,volkswagen,four,sedan,fwd,front,100.4000,0.8659,0.9292,0.9214,2661,ohc,five,136,mpfi,3.1900,3.4000,8.5000,110,5500.0000,19,9.7917,13295.0000,12.3684,Low,0,1,1,0
188,0,122,volkswagen,four,sedan,fwd,front,100.4000,0.8659,0.9292,0.9214,2579,ohc,four,97,idi,3.0100,3.4000,23.0000,68,4500.0000,33,6.1842,13845.0000,7.1212,Low,1,0,0,1
189,0,122,volkswagen,four,wagon,fwd,front,100.4000,0.8799,0.9292,0.9214,2563,ohc,four,109,mpfi,3.1900,3.4000,9.0000,88,5500.0000,25,7.5806,12290.0000,9.4000,Low,0,1,1,0
190,-2,103,volvo,four,sedan,rwd,front,104.3000,0.9073,0.9333,0.9398,2912,ohc,four,141,mpfi,3.7800,3.1500,9.5000,114,5400.0000,23,8.3929,12940.0000,10.2174,Low,0,1,1,0
191,-1,74,volvo,four,wagon,rwd,front,104.3000,0.9073,0.9333,0.9615,3034,ohc,four,141,mpfi,3.7800,3.1500,9.5000,114,5400.0000,23,8.3929,13415.0000,10.2174,Low,0,1,1,0
192,-2,103,volvo,four,sedan,rwd,front,104.3000,0.9073,0.9333,0.9398,2935,ohc,four,141,mpfi,3.7800,3.1500,9.5000,114,5400.0000,24,8.3929,15985.0000,9.7917,Low,0,1,1,0
193,-1,74,volvo,four,wagon,rwd,front,104.3000,0.9073,0.9333,0.9615,3042,ohc,four,141,mpfi,3.7800,3.1500,9.5000,114,5400.0000,24,8.3929,16515.0000,9.7917,Low,0,1,1,0
194,-2,103,volvo,four,sedan,rwd,front,104.3000,0.9073,0.9333,0.9398,3045,ohc,four,130,mpfi,3.6200,3.1500,7.5000,162,5100.0000,17,10.6818,18420.0000,13.8235,Medium,0,1,0,1
195,-1,74,volvo,four,wagon,rwd,front,104.3000,0.9073,0.9333,0.9615,3157,ohc,four,130,mpfi,3.6200,3.1500,7.5000,162,5100.0000,17,10.6818,18950.0000,13.8235,Medium,0,1,0,1
196,-1,95,volvo,four,sedan,rwd,front,109.1000,0.9073,0.9569,0.9281,2952,ohc,four,141,mpfi,3.7800,3.1500,9.5000,114,5400.0000,23,8.3929,16845.0000,10.2174,Low,0,1,1,0
197,-1,95,volvo,four,sedan,rwd,front,109.1000,0.9073,0.9556,0.9281,3049,ohc,four,141,mpfi,3.7800,3.1500,8.7000,160,5300.0000,19,9.4000,19045.0000,12.3684,Medium,0,1,0,1
198,-1,95,volvo,four,sedan,rwd,front,109.1000,0.9073,0.9569,0.9281,3012,ohcv,six,173,mpfi,3.5800,2.8700,8.8000,134,5500.0000,18,10.2174,21485.0000,13.0556,Medium,0,1,1,0
199,-1,95,volvo,four,sedan,rwd,front,109.1000,0.9073,0.9569,0.9281,3217,ohc,six,145,idi,3.0100,3.4000,23.0000,106,4800.0000,26,8.7037,22470.0000,9.0385,Low,1,0,0,1
200,-1,95,volvo,four,sedan,rwd,front,109.1000,0.9073,0.9569,0.9281,3062,ohc,four,141,mpfi,3.7800,3.1500,9.5000,114,5400.0000,19,9.4000,22625.0000,12.3684,Low,0,1,0,1
